customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1178-UJRCL,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.3,38.09,1
5004-PRQGS,Female,0,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.33,146.66,0
7321-WWHQU,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.03,97.03,1
9518-ZYGAH,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.67,751.29,1
4003-STTJL,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.54,252.28,1
2886-XAXYY,Female,0,No,Yes,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,57.98,692.22,1
7451-UDDIO,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,69.02,345.45,1
2786-XZOZG,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),53.24,99.8,1
9713-LCTIN,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,96.83,5618.99,1
6273-MXLAS,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),97.83,1939.7,1
7631-PLJBR,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,99.79,1603.58,1
3181-MXFLV,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,71.92,137.09,1
6967-DAKWH,Male,1,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,62.95,290.68,0
5539-BBPAD,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),52.9,1328.02,1
3069-FUTNT,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.99,1347.66,0
6633-ZOGGR,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,58.12,1
5905-WBTOA,Male,0,No,No,8,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),68.39,546.68,1
7589-UQTYM,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,97.3,971.05,1
1880-LXVOX,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,83.4,646.73,1
4918-EGHWN,Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.74,2586.75,1
5202-DUNJV,Female,0,No,No,11,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,97.69,1071.33,1
8205-PKVYZ,Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.52,1660.73,1
7682-NNBVM,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),83.61,1007.62,1
8429-CRVDU,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,76.01,2080.94,0
5880-USPDS,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,95.72,2868.1,1
3933-WOAPO,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.63,3467.43,1
3884-PVTAQ,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.87,128.62,1
9762-EEZGM,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,102.04,2251.9,1
2706-LDYDW,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,90.21,3537.15,1
2158-UUFXO,Female,0,Yes,No,61,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),65.66,4006.04,0
3306-USFLN,Female,1,No,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,88.32,1765.12,1
8179-RLXXO,Female,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),84.39,5980.11,1
8676-SHIEE,Female,1,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.05,118.17,0
6350-FWCEA,Female,0,No,No,6,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,49.29,288.52,1
4886-KZUTA,Female,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.45,488.78,1
7261-GOQHZ,Male,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.16,4936.36,1
4734-BZMLE,Female,0,No,No,69,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.88,4684.23,1
7525-MFYOW,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,62.22,1
9803-VUVKD,Female,0,No,Yes,60,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.16,5424.25,1
5680-AOLIK,Female,1,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),100.01,2390.48,1
2564-EXGHA,Female,0,No,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),53.89,1474.89,1
2782-YACHK,Male,0,No,Yes,12,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),92.89,1138.45,1
6296-ANAFU,Male,0,No,Yes,4,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,89.54,379.31,0
4601-FCJLJ,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.16,6656.95,1
4145-VBXVM,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),96.73,385.61,0
1904-PMDDK,Male,0,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.81,1356.7,0
9699-WNCSV,Female,0,No,No,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.39,445.88,1
5119-YAEQA,Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,695.06,0
9556-SSDSF,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.29,1569.75,1
9387-ODXAX,Male,0,No,No,12,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),60.73,737.37,0
3080-QKQWA,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.88,1322.05,1
2565-INOXA,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.16,1438.84,0
5817-BRRFT,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.53,1311.71,1
6321-HAOJD,Male,0,Yes,No,71,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.18,3340.11,0
6148-JKEIE,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,87.9,787.78,1
4540-KCDJG,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.93,80.93,1
7754-AFHQX,Female,1,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,60.25,93.86,1
8770-GAIKS,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),104.17,1238.38,1
6990-BWKCQ,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),84.25,5562.91,1
6239-JCVCU,Female,1,No,No,19,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,89.51,1706.96,0
2113-YGBAG,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),67.15,4292.5,0
3646-TKWFW,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.0,203.33,1
4131-DSUSN,Male,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.63,1500.34,0
9797-CDHRD,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.93,103.11,1
8181-KPCGB,Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.13,1704.14,0
6263-AZAFS,Male,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),91.91,923.44,1
3300-GXEUR,Male,1,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.77,293.77,0
6641-XZMAJ,Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.38,5443.53,1
1254-IQAAG,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.61,1460.87,1
7058-DWULP,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,97.96,870.12,1
8195-NWJNG,Female,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,809.94,1
8699-DBXRP,Male,0,Yes,No,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.38,1505.02,1
9662-IEIYH,Female,0,No,Yes,70,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),72.61,5122.54,0
6679-XTPTR,Male,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.09,379.82,0
5923-DPDFC,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.5,752.43,0
6905-ROHRX,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,99.41,1077.8,0
7486-WCFVZ,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),53.71,2678.65,1
3589-UXOLE,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,938.6,1
4981-GVOGM,Male,1,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.46,5710.58,1
1303-YCZWM,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,94.41,3211.6,1
6019-ZCBWD,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,1182.56,0
4146-QFKFV,Female,0,Yes,No,9,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,87.77,807.17,1
6202-BQCLN,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.44,1248.86,1
4182-BVVEJ,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),86.47,515.49,0
4016-JUIUM,Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.29,6644.1,0
2436-JFKDZ,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.58,548.49,1
7405-NQTBJ,Female,1,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.22,943.92,1
7626-CGGAH,Female,0,No,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,81.17,5433.32,0
1376-WAHNN,Male,1,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,76.79,5226.49,0
2869-BHSJG,Male,0,No,No,6,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),66.87,411.51,1
7144-MVUOK,Female,0,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),95.23,5344.78,0
4139-ZNKBB,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),81.41,3845.6,1
9080-LOQNY,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.19,1178.61,1
2658-PHXQE,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.36,90.0,1
1755-LFRZE,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,97.8,319.36,1
7876-FIOJQ,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,116.05,6154.46,1
5366-ZSLIO,Female,1,No,Yes,36,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,73.68,2649.04,1
5224-NAQAW,Female,0,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,57.93,1402.43,1
1290-UVMHM,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.37,5804.4,1
3236-PBMRC,Female,0,No,No,6,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.65,305.22,1
9748-MSMSD,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,72.28,131.51,1
5157-SRYFS,Male,0,Yes,Yes,60,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,70.81,4249.42,0
3118-YDDXG,Female,0,No,No,53,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,72.5,3834.36,0
8983-GZWZP,Female,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),84.26,6089.86,0
8817-PEOWD,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.86,3955.13,0
1501-XYMSG,Male,0,No,Yes,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),66.71,411.17,0
8081-LZIQB,Female,0,No,No,10,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.46,835.91,1
6041-PGRGA,Male,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,55.97,280.25,1
4916-CUKVO,Male,1,Yes,No,59,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,58.82,3486.34,1
2539-YYCXM,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,57.81,278.89,1
6987-DWVHV,Female,0,Yes,No,24,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),70.8,1711.69,0
2211-DRGKD,Female,1,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),49.13,206.51,1
8548-MIIWU,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.28,344.95,1
9197-SCYYL,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.87,221.25,1
1672-KTKQZ,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1264.92,0
7416-UNPXJ,Male,0,No,Yes,63,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),57.74,3626.61,0
7062-DJZTL,Female,1,No,Yes,67,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.44,3776.65,0
9705-IOIGZ,Male,0,Yes,Yes,64,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,67.41,4325.42,0
3926-XLTXN,Male,0,No,Yes,46,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.72,2709.05,1
6143-VPSWC,Male,1,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),95.17,1506.51,1
8625-KWUTS,Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,841.55,0
2464-HTHZC,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,78.69,1
6422-JMIFO,Female,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.91,2291.8,0
8663-PEUMS,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),84.25,3953.09,1
2192-BFAOO,Female,0,No,Yes,70,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,65.29,4556.21,1
4455-NGETY,Male,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.13,6500.46,1
3264-ZPQKO,Female,1,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.13,572.98,1
1421-TPCFU,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,97.45,1175.33,1
1505-WMAUN,Male,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.39,418.91,1
7515-BBORI,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.93,101.73,1
3623-ZCDOE,Male,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,97.86,3906.32,1
2582-TTEJP,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),94.85,6259.78,0
1506-YLYNV,Male,1,No,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,73.71,3982.12,0
5851-KSFJT,Male,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),60.12,189.78,1
3405-CVOKV,Male,1,No,No,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.28,657.02,1
6398-BYXFQ,Male,0,No,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,72.59,354.6,0
7687-RDWIJ,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,83.11,1009.73,1
1621-UZBKK,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,103.71,711.28,1
3126-KAZNA,Female,1,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,85.21,2469.43,1
4365-UWYIX,Male,1,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.46,847.88,1
4950-AUVVD,Female,1,No,No,51,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.24,3074.63,1
4783-ASJOT,Male,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.28,7318.16,1
8620-DTNEO,Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,89.46,4223.26,1
7976-OYPPD,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.02,63.67,1
1347-YIAEI,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,65.83,191.05,1
1797-TEDPB,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,101.56,199.81,1
7049-ZPRBP,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.81,321.29,1
3829-APCOK,Female,0,No,Yes,64,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.27,3794.47,1
7309-JQDQD,Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.85,1240.46,0
9380-SYANX,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.01,2544.68,1
9925-KYGQD,Male,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.71,4153.0,1
9689-JQDSR,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.0,894.97,1
1312-QFGFY,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.1,3495.43,1
6152-LIRBY,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,53.38,69.43,1
1746-QUAWI,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.22,1265.26,1
1790-FBFIC,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.34,102.93,1
3476-PYXOL,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.85,1557.34,0
3024-WHZFC,Male,0,Yes,No,65,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,62.75,4105.53,0
4955-WDJNU,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.49,69.7,0
3570-XOGGH,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,101.66,4263.04,1
4459-JSSBO,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.29,2219.22,1
5279-AJFVM,Male,0,No,No,6,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.78,419.62,1
9807-JLXFF,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),86.34,357.86,1
6404-ALWWJ,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.84,5940.38,1
5332-YNOWX,Female,0,Yes,No,44,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.85,2418.12,1
5194-DYAHC,Female,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.3,259.65,1
1259-NQBOF,Male,0,Yes,No,24,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,76.73,1855.59,0
3163-ENSIH,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,99.58,6777.16,0
9236-CRHPO,Male,0,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.41,5806.3,1
1380-UOPYA,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,1103.46,0
5906-JSERC,Male,0,No,No,38,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,56.45,2108.01,1
4803-DDKIA,Male,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.17,147.0,0
2912-YPIKF,Male,0,No,No,20,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,73.79,1485.05,0
4305-QLVHP,Female,1,Yes,No,8,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.07,579.83,1
1599-EUAQX,Female,1,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,99.68,4111.0,1
